ASIN,Title,Brand Name,Design Style,Category,Metal Color,Metal Type,Stone Type,Stone Shape,Carat,Price,Star Rating,Global Rating,Image URL,Product URL,Metal Info,Price_HKD
B0DHRWJ3R1,"14K White Gold Moissanite Engagement Rings, 14K 2 Carat Cushion Cut Moissanite Ring, 2ct Cushion Cut Halo Engagement Ring",N/A,engagement,ring,white/yellow/rose,14k,moissanite,cushion,"2 carat, 2ct",325.99,4.9,22,https://m.media-amazon.com/images/I/71vp31vs47L._AC_UL320_.jpg,https://www.amazon.com/dp/B0DHRWJ3R1,14k / white gold,2542.72
B0DHRWJ3R1,"14K White Gold Moissanite Engagement Rings, 14K 2 Carat Cushion Cut Moissanite Ring, 2ct Cushion Cut Halo Engagement Ring",N/A,engagement,ring,white/yellow/rose,14k,moissanite,cushion,"2 carat, 2ct",325.99,4.9,22,https://m.media-amazon.com/images/I/71vp31vs47L._AC_UL320_.jpg,https://www.amazon.com/dp/B0DHRWJ3R1,14k / white gold,2542.72
B0DY6SQQXN,Solid 10k Yellow Gold Men's Round Diamond Diagonal Row Band Engagement Wedding Anniversary Ring .02 Ct.,Solid,anniversary,ring,white/yellow/rose,10k,diamond,round,02 ct,325,,,https://m.media-amazon.com/images/I/51I8+Vs17KL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DY6SQQXN,10k / yellow gold,2535
B0FD99MN23,"14K Moissanite rings, 14K Gold Rings, 1.5ct Oval Cut Moissanite Engagement Ring, Hidden Halo Moissanite Rings for Women",N/A,engagement,ring,white/yellow/rose,14k,moissanite,oval,1.5ct,319.99,4.7,23,https://m.media-amazon.com/images/I/71dHGE9gg6L._AC_UL320_.jpg,https://www.amazon.com/dp/B0FD99MN23,14k / gold,2495.92
B0DZBL3R33,"14K White Gold Moissanite Rings, 1ct Round Cut Engagement Ring, 4-Prong 14K Solitaire Moissanite Engagement Rings, 14K Engagement Ring for Women",N/A,4-prong,ring,white/yellow/rose,14k,moissanite,round,1ct,319.99,5,21,https://m.media-amazon.com/images/I/61GT1Nsj4iL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DZBL3R33,14k / white gold,2495.92
,"MOOSEA Willow Moissanite Engagement Rings for Women, 1.2ct D Color VVS1 Clarity Lab Created Moissanite Rings 925 Sterling Silver Twig Ring for Women Jewelry Gifts for Her",MOOSEA,engagement,ring,silver,925,moissanite,N/A,1.2ct,46.19,4.1,505,https://m.media-amazon.com/images/I/71+SfdLPH2L._AC_UL320_.jpg,https://www.amazon.com/dp/,925 / silver,360.28
B0CLRM89BM,La Joya 1/6-1/4 CT TW Certified Vintage Inspire Lab Grown Diamond Ring Bands | Solid 10k White Gold Milgrain Diamond Wedding Band Ring | Sparkling GH VS/SI Diamond Ring for Women,La,wedding band,ring,white/yellow/rose,10k,lab grown diamond,N/A,1/6-1/4 ct,318.24,3.9,5,https://m.media-amazon.com/images/I/61BNnuC2-CL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CLRM89BM,10k / white gold,2482.27
B0D6KMLM4Y,"SAVEARTH DIAMONDS 1.00 Carat Round Lab Created Moissanite & Lab Grown Diamond 3 Row Eternity Wedding Band Ring For Women In 14K Gold Over Sterling Silver (VS-SI Clarity, 1.00 Cttw), Gift For Her",SAVEARTH,wedding band,ring,14k gold plated,925,lab grown diamond,round,"1.00 carat, 1.00 ct",315.99,4,81,https://m.media-amazon.com/images/I/61x7cqCHMLL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D6KMLM4Y,14k / gold over sterling silver,2464.72
B0D9W98PZL,"MSBLUE?? Three Princess Cut Moissanite Engagement Ring with Pave, 14K Gold Vermeil, Rhodium Finish",MSBLUE??,engagement,ring,14k gold plated,925,moissanite,princess,N/A,309.99,4.6,3,https://m.media-amazon.com/images/I/515TrRn9WQL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D9W98PZL,14k / gold,2417.92
B09TGT36MN,10k White Gold 4-Prong Petite Twisted Vine Simulated 1.0 CT Diamond or Genuine Moissanite Engagement Ring Promise Bridal Ring,N/A,4-prong,ring,white/yellow/rose,10k,diamond,N/A,1.0 ct,304.99,4.6,300,https://m.media-amazon.com/images/I/61r2Ryz-tfL._AC_UL320_.jpg,https://www.amazon.com/dp/B09TGT36MN,10k / white gold,2378.92
B09TGT36MN,10k White Gold 4-Prong Petite Twisted Vine Simulated 1.0 CT Diamond or Genuine Moissanite Engagement Ring Promise Bridal Ring,N/A,4-prong,ring,white/yellow/rose,10k,diamond,N/A,1.0 ct,304.99,4.6,300,https://m.media-amazon.com/images/I/61r2Ryz-tfL._AC_UL320_.jpg,https://www.amazon.com/dp/B09TGT36MN,10k / white gold,2378.92
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,https://www.amazon.com/dp/,N/A / N/A,
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,https://www.amazon.com/dp/,N/A / N/A,
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,https://www.amazon.com/dp/,N/A / N/A,
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,https://www.amazon.com/dp/,N/A / N/A,
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,https://www.amazon.com/dp/,N/A / N/A,
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,https://www.amazon.com/dp/,N/A / N/A,
B09TGQKY5J,10k White Gold 4-Prong Petite Twisted Vine Simulated 1.0 CT Diamond or Genuine Moissanite Engagement Ring Promise Bridal Ring,N/A,4-prong,ring,white/yellow/rose,10k,diamond,N/A,1.0 ct,304.99,4.6,300,https://m.media-amazon.com/images/I/61r2Ryz-tfL._AC_UL320_.jpg,https://www.amazon.com/dp/B09TGQKY5J,10k / white gold,2378.92
B0FK27NJLW,"1-7 Ct Pear Cut Engagement Ring Set VVS1 Colorless Moissanite Diamond Rings, White Gold 4-Prong Ring Anniversary Christmas Gift For Women",01-Jul,4-prong,ring,gold plated,925,diamond,pear,1-7 ct,299.99,,,https://m.media-amazon.com/images/I/61jRWBrKdOL._AC_UL320_.jpg,https://www.amazon.com/dp/B0FK27NJLW,N/A / white gold,2339.92
B0F7KXNKYK,10K Solid Gold Handmade Engagement Rings 3.00 CT Princess Cut Moissanite Diamond Solitaire Wedding/Bridal Ring Set for Women/Her Propose Ring,N/A,solitaire,ring,white/yellow/rose,10k,diamond,princess,3.00 ct,299.99,5,1,https://m.media-amazon.com/images/I/61kQa1Alu7L._AC_UL320_.jpg,https://www.amazon.com/dp/B0F7KXNKYK,10k / gold,2339.92
B0CLRKXHRM,"La Joya 10k Yellow Gold Diamond Band Ring for Women | 0.02ct Lab Grown Diamond, Cross, VS/SI, GH, 0.1ct, Round",La,band ring,ring,white/yellow/rose,10k,lab grown diamond,round,"0.02ct, 0.1ct",294.99,4.4,15,https://m.media-amazon.com/images/I/61YZKqla3-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0CLRKXHRM,10k / yellow gold,2300.92
B09795XWDD,Lab Grown Five Stone Diamond Rings for Women | 10K Solid Yellow and White Gold Certified 1/4-1 CT. TW. Diamond Anniversary Bands and Wedding Rings,Lab,anniversary,ring,white/yellow/rose,10k,lab grown diamond,N/A,1/4-1 ct,294.49,3.7,71,https://m.media-amazon.com/images/I/61T29ON+dOL._AC_UL320_.jpg,https://www.amazon.com/dp/B09795XWDD,10k / white gold,2297.02
B07SL6VKNB,Solid 14k White Gold 4-Prong Petite Twisted Vine 1.0 CT Moissanite Engagement Ring Promise Bridal Ring,Solid,4-prong,ring,white/yellow/rose,14k,moissanite,N/A,1.0 ct,293.99,4.6,1056,https://m.media-amazon.com/images/I/61r2Ryz-tfL._AC_UL320_.jpg,https://www.amazon.com/dp/B07SL6VKNB,14k / white gold,2293.12
B0D56S3Q13,"1 Carat (ctw) Half Eternity Style Ring, Lab Grown Diamond Wedding Band Ring For Women In 14k Gold Over 925 Sterling Silver Jewelry Gifts For Her (1 Ct)",N/A,wedding band,ring,14k gold plated,925,lab grown diamond,N/A,"1 carat, 1 ct",288.99,,,https://m.media-amazon.com/images/I/61pD77ouXfL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D56S3Q13,14k / gold,2254.12
,"DZON Sterling Silver 1/8 CT TDW Diamond Promise Ring for Women(I-J, I2)",DZON,promise,ring,silver,N/A,diamond,N/A,1/8 ct,189.99,4.1,15,https://m.media-amazon.com/images/I/71GXkZcui3L._AC_UL320_.jpg,https://www.amazon.com/dp/,N/A / silver,1481.92
B0D8YK3ZFM,1.00 Carat (ctw) Lab Created Moissanite & Lab Grown Diamond Cluster Nugget Men's Wedding Band Ring In 14K Gold Plated 925 Sterling Silver Jewelry (1 Cttw),N/A,wedding band,ring,14k gold plated,925,lab grown diamond,N/A,"1.00 carat, 1 ct",281.99,3.5,34,https://m.media-amazon.com/images/I/61a9B4wWvlL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D8YK3ZFM,14k / 14k gold plated,2199.52
B0CLRK9JKW,"La Joya 10k Yellow Gold Diamond Band Ring for Women | 0.02ct Lab Grown Diamond, Cross, VS/SI, GH, 0.1ct, Round",La,band ring,ring,white/yellow/rose,10k,lab grown diamond,round,"0.02ct, 0.1ct",280.24,4.4,15,https://m.media-amazon.com/images/I/61vj5y+DE-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0CLRK9JKW,10k / yellow gold,2185.87
B0CLRMVK6N,"La Joya 10k Yellow Gold Diamond Band Ring for Women | 0.02ct Lab Grown Diamond, Cross, VS/SI, GH, 0.1ct, Round",La,band ring,ring,white/yellow/rose,10k,lab grown diamond,round,"0.02ct, 0.1ct",280.24,4.4,15,https://m.media-amazon.com/images/I/61YZKqla3-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0CLRMVK6N,10k / yellow gold,2185.87
B08NVGCG8S,1/4 Carat 4-Prong Set Diamond Solitaire Engagement Ring Band in 10K Gold,N/A,4-prong,ring,white/yellow/rose,10k,diamond,N/A,1/4 carat,279.99,4.4,26,https://m.media-amazon.com/images/I/61FyIidcwFL._AC_UL320_.jpg,https://www.amazon.com/dp/B08NVGCG8S,10k / gold,2183.92
B08NC7B7G6,"Lab Grown Diamond Wedding & Anniversary Bands for Women | 10K Yellow, White & Rose Gold Certified Diamond Rings, 1/10-1/2 Carat",Lab,anniversary,ring,white/yellow/rose,10k,lab grown diamond,N/A,1/10-1/2 carat,279.99,4.2,208,https://m.media-amazon.com/images/I/61GFebXazdL._AC_UL320_.jpg,https://www.amazon.com/dp/B08NC7B7G6,10k / rose gold,2183.92
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,https://www.amazon.com/dp/,N/A / N/A,
B0DHKVQLX7,"14K Moissanite Engagement Ring, 14K Gold 2 Carat Moissanite Ring, 2 Carat Round Cut Moissanite Rings, 14K White Gold Hidden Halo Engagement Rings",N/A,engagement,ring,white/yellow/rose,14k,moissanite,round,2 carat,279.99,4.9,25,https://m.media-amazon.com/images/I/71XWb1OgakL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DHKVQLX7,14k / white gold,2183.92
B08NJVL8SX,"Lab Grown Diamond Wedding Bands for Women | 10K Yellow, White and Rose Gold Certified 1/10-1/2 Carat Milgrain Diamond Anniversary Bands, Promise Rings and Stackable Bands",Lab,anniversary,ring,white/yellow/rose,10k,lab grown diamond,N/A,1/10-1/2 carat,279.99,4.4,335,https://m.media-amazon.com/images/I/71NFUfs6+wL._AC_UL320_.jpg,https://www.amazon.com/dp/B08NJVL8SX,10k / rose gold,2183.92
B0DG91DRJ2,"Amazon Essentials IGI Certified Lab Grown Diamond Eternity Band in Solid 14k Gold (VS1-VS2 Clarity, G-H Color) - Eternity Ring - Stackable Rings for Women",Amazon,eternity band,ring,white/yellow/rose,14k,lab grown diamond,N/A,N/A,276.05,4.4,13,https://m.media-amazon.com/images/I/61oWyX1JO+L._AC_UL320_.jpg,https://www.amazon.com/dp/B0DG91DRJ2,14k / gold,2153.19
B085VWL46K,"Jewelili Enchanted Disney Fine Jewelry Belle Rose in Heart Pendant Necklace for Women | 14K Rose Gold over Sterling Silver | 1/10 CTTW Diamonds | 18"" Cable Chain | Disney Princess Gifts for Her",Jewelili,heart,N/A,14k gold plated,925,diamond,princess,1/10 ct,267,5,18,https://m.media-amazon.com/images/I/51rM6vT3oOL._AC_UL320_.jpg,https://www.amazon.com/dp/B085VWL46K,14k / gold over sterling silver,2082.6
B07SM937Q2,14k White Gold 2.5mm Petite Twisted Vine Simulated Diamond Ring Wedding Band Matching Ring,N/A,wedding band,ring,white/yellow/rose,14k,simulated diamond,N/A,N/A,262.99,4.6,444,https://m.media-amazon.com/images/I/61vLZ1jS1YL._AC_UL320_.jpg,https://www.amazon.com/dp/B07SM937Q2,14k / white gold,2051.32
B06XSG1ZRJ,"10k Yellow Gold 1/20ct TDW Diamond Fashion Ring(H-I, I2)",N/A,N/A,ring,yellow gold,10k,diamond,N/A,1/20ct,259.99,5,1,https://m.media-amazon.com/images/I/51jV8nWmDJL._AC_UL320_.jpg,https://www.amazon.com/dp/B06XSG1ZRJ,10k / yellow gold,2027.92
B0FKLVD6PC,"Petite Halo Vine Moissanite Diamond Ring Set, 1CT-8CT Oval Moissanite Engagement Ring Set, Wedding Ring Set, Bridal Ring, Promise/Anniversary Rings for Woman",Petite,anniversary,ring,gold plated,925,Moissanite,oval,"1ct, 8ct",249.99,,,https://m.media-amazon.com/images/I/515GA5aV+aL._AC_UL320_.jpg,https://www.amazon.com/dp/B0FKLVD6PC,N/A / N/A,1949.92
B0DG916HW1,"Amazon Essentials 0.25 to 1 Carat IGI Certified Solitaire Lab Grown Diamond Stud Earrings for Women in 14k Gold - 4 Prong Round Cut (G-H Color, VS1-VS2 Clarity)",Amazon,solitaire,ring,white/yellow/rose,14k,lab grown diamond,round,0.25 to 1 carat,249.01,4.6,133,https://m.media-amazon.com/images/I/61ESpcBqISL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DG916HW1,14k / gold,1942.28
B0D8TNLPVB,THELANDA Genuine Moissanite Solid 14k White Gold Intertwined Tie The Infinity Love Knot Simulated Diamond Petite Ring Promise Ring,THELANDA,promise,ring,white/yellow/rose,14k,simulated diamond,N/A,N/A,242.99,4.3,12,https://m.media-amazon.com/images/I/71U4dQxY+LL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D8TNLPVB,14k / white gold,1895.32
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,https://www.amazon.com/dp/,N/A / N/A,
B0D8TM4X9L,THELANDA Genuine Moissanite Solid 14k White Gold Intertwined Tie The Infinity Love Knot Simulated Diamond Petite Ring Promise Ring,THELANDA,promise,ring,white/yellow/rose,14k,simulated diamond,N/A,N/A,242.99,4.3,12,https://m.media-amazon.com/images/I/71U4dQxY+LL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D8TM4X9L,14k / white gold,1895.32
B0D8TL6NWZ,THELANDA Genuine Moissanite Solid 14k White Gold Intertwined Tie The Infinity Love Knot Simulated Diamond Petite Ring Promise Ring,THELANDA,promise,ring,white/yellow/rose,14k,simulated diamond,N/A,N/A,242.99,4.3,12,https://m.media-amazon.com/images/I/71U4dQxY+LL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D8TL6NWZ,14k / white gold,1895.32
B0D8TK2H2D,THELANDA Genuine Moissanite Solid 14k White Gold Intertwined Tie The Infinity Love Knot Simulated Diamond Petite Ring Promise Ring,THELANDA,promise,ring,white/yellow/rose,14k,simulated diamond,N/A,N/A,242.99,4.3,12,https://m.media-amazon.com/images/I/71U4dQxY+LL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D8TK2H2D,14k / white gold,1895.32
B07Q38TXK8,10k white gold 1.0 CT Classic 6-Prong Simulated Diamond or Genuine Moissanite Engagement Ring Graduated Side Stones Promise Bridal Ring,N/A,engagement,ring,white/yellow/rose,10k,simulated diamond,N/A,1.0 ct,234.99,4.6,415,https://m.media-amazon.com/images/I/61PvokbpKBL._AC_UL320_.jpg,https://www.amazon.com/dp/B07Q38TXK8,10k / white gold,1832.92
B0BMX51ZXT,Cali Trove 1/5ct Natural Black & White Diamond Bridal Ring Set for Women | 925 Sterling Silver Square Halo Wedding & Engagement Ring | Diamond Promise Rings for Her in White Gold | Mother's Day Gifts,Cali,engagement,ring,gold plated,925,diamond,N/A,1/5ct,229.99,4.3,288,https://m.media-amazon.com/images/I/71S-+TPFYNL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BMX51ZXT,925 / white gold,1793.92
B0DL5QTXTM,"MSBLUE Moissanite Engagement Ring, 1.0-2.0CT Round Cut with Halo and Pave, 14K White Gold Vermeil, Rhodium Finish",MSBLUE,engagement,ring,14k gold plated,925,moissanite,round,1.0-2.0ct,229.99,5,2,https://m.media-amazon.com/images/I/61hXMLIvGnL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DL5QTXTM,14k / white gold,1793.92
B084JRC5CN,Cali Trove 1/5 CT Natural Diamond Claddagh Bridal Ring Set for Women | Women's Irish Claddagh Fashion Ring | Silver Wedding & Engagement Rings | Diamond Ring Gifts for Her,Cali,engagement,ring,silver,N/A,diamond,N/A,1/5 ct,229.99,4.6,27,https://m.media-amazon.com/images/I/71SZvdxCOiL._AC_UL320_.jpg,https://www.amazon.com/dp/B084JRC5CN,N/A / silver,1793.92
B084JGMZF5,Cali Trove 1/5 CT Natural Diamond Bridal Ring Set | Wedding & Engagement Rings for Women | Diamond Wedding Band for Women | 925 Sterling Silver Bridal Rings | Cluster Halo Promise Ring for her,Cali,engagement,ring,silver,925,diamond,N/A,1/5 ct,224.99,3.5,57,https://m.media-amazon.com/images/I/71lt0na3ukL._AC_UL320_.jpg,https://www.amazon.com/dp/B084JGMZF5,925 / silver,1754.92
B0DXM1N55J,MAX + STONE Dainty Trio 10K Yellow Gold Diamond Bezel Ring | Hypoallergenic & Anti-Tarnishing Solid Gold Lab Grown Diamond Ring for Women in Size 6-8,MAX,bezel,ring,white/yellow/rose,10k,lab grown diamond,N/A,N/A,205,4.6,6,https://m.media-amazon.com/images/I/61SEgFAXboL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DXM1N55J,10k / yellow gold,1599
B0F6C5FB8P,10K Solid Gold Handmade Engagement Rings 1.00 CT Cushion Cut Moissanite Diamond Solitaire Wedding/Bridal Ring Set for Women/Her Propose Ring,N/A,solitaire,ring,white/yellow/rose,10k,diamond,cushion,1.00 ct,199.99,1,1,https://m.media-amazon.com/images/I/61VDjU5lZJL._AC_UL320_.jpg,https://www.amazon.com/dp/B0F6C5FB8P,10k / gold,1559.92
B0F3893461,"14K Solid Gold Handmade Engagement Ring, 2.0 CT Round Cut Moissanite Solitaire Ring Diamond Wedding Ring for Her/Women, Gorgeous Ring, VVS1 Colorless (Yellow)",N/A,solitaire,ring,white/yellow/rose,14k,diamond,round,2.0 ct,199.99,,,https://m.media-amazon.com/images/I/5117Iu0kuvL._AC_UL320_.jpg,https://www.amazon.com/dp/B0F3893461,14k / gold,1559.92
B0FCMG1CQW,"DZON 1/10CT TDW Round Diamond Accent Cat Ears Ladies Fashion Ring for Women (I-J,I2)",DZON,accent,ring,gold plated,925,diamond,round,1/10ct,199.99,5,8,https://m.media-amazon.com/images/I/71VqJIAz-FS._AC_UL320_.jpg,https://www.amazon.com/dp/B0FCMG1CQW,N/A / N/A,1559.92
B0F3893461,"14K Solid Gold Handmade Engagement Ring, 2.0 CT Round Cut Moissanite Solitaire Ring Diamond Wedding Ring for Her/Women, Gorgeous Ring, VVS1 Colorless (Yellow)",N/A,solitaire,ring,white/yellow/rose,14k,diamond,round,2.0 ct,199.99,,,https://m.media-amazon.com/images/I/5117Iu0kuvL._AC_UL320_.jpg,https://www.amazon.com/dp/B0F3893461,14k / gold,1559.92
B07Z5X3Y4V,0.15 Carat Baguette Shape Blue Sapphire and Round White Diamond Wedding Band Ring in 10K Gold,N/A,wedding band,ring,white/yellow/rose,10k,diamond,round,0.15 carat,199.99,4.3,93,https://m.media-amazon.com/images/I/617ShTxwLhL._AC_UL320_.jpg,https://www.amazon.com/dp/B07Z5X3Y4V,10k / gold,1559.92
B08FR5ZP9B,"DZON Sterling Silver 1/8 CT TDW Diamond Promise Ring for Women(I-J, I2)",DZON,promise,ring,silver,N/A,diamond,N/A,1/8 ct,189.99,4.1,15,https://m.media-amazon.com/images/I/71GXkZcui3L._AC_UL320_.jpg,https://www.amazon.com/dp/B08FR5ZP9B,N/A / silver,1481.92
B08FR5ZP9B,"DZON Sterling Silver 1/8 CT TDW Diamond Promise Ring for Women(I-J, I2)",DZON,promise,ring,silver,N/A,diamond,N/A,1/8 ct,189.99,4.1,15,https://m.media-amazon.com/images/I/71GXkZcui3L._AC_UL320_.jpg,https://www.amazon.com/dp/B08FR5ZP9B,N/A / silver,1481.92
B08FR5ZP9B,"DZON Sterling Silver 1/8 CT TDW Diamond Promise Ring for Women(I-J, I2)",DZON,promise,ring,silver,N/A,diamond,N/A,1/8 ct,189.99,4.1,15,https://m.media-amazon.com/images/I/71GXkZcui3L._AC_UL320_.jpg,https://www.amazon.com/dp/B08FR5ZP9B,N/A / silver,1481.92
B00E5LPV2M,"Dazzlingrock Collection 0.08 Cttw Round White Diamond Minimalist Small Thin Stackable Wedding Band for Her, Strength by 10K Solid Gold",Dazzlingrock,wedding band,N/A,white/yellow/rose,10k,diamond,round,0.08 ct,187.91,4.4,1469,https://m.media-amazon.com/images/I/61DqM+E447L._AC_UL320_.jpg,https://www.amazon.com/dp/B00E5LPV2M,10k / gold,1465.7
B0D6NDTVVJ,SAVEARTH DIAMONDS Round Lab Created Moissanite & Lab Grown Diamond Men's Anniversary Wedding Band Ring In 14k Gold Over Sterling Silver (0.50 Cttw To 2.00 Cttw),SAVEARTH,anniversary,ring,14k gold plated,925,lab grown diamond,round,"0.50 ct, 2.00 ct",183.99,4.1,320,https://m.media-amazon.com/images/I/41s3PccwIwL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D6NDTVVJ,14k / gold over sterling silver,1435.12
B08YRBK5P7,"DZON 10k Gold 1/10CT TDW Round Diamond Cluster Promise Ring Love Gift for Women (I-J,I2)",DZON,promise,ring,white/yellow/rose,10k,diamond,round,1/10ct,179.99,4.4,58,https://m.media-amazon.com/images/I/71DQF1Gwo-L._AC_UL320_.jpg,https://www.amazon.com/dp/B08YRBK5P7,10k / gold,1403.92
B0FGJQZKFR,Idocare 3CT/5CT Moissanite Engagement 3 Stone Rings D Color VVS1 Round Cut 14K Yellow Gold Plated 925 Sterling Silver Promise Anniversary Rings for Women,Idocare,anniversary,ring,14k gold plated,925,moissanite,round,"3ct, 5ct",179.99,4,35,https://m.media-amazon.com/images/I/61oBXGewHDL._AC_UL320_.jpg,https://www.amazon.com/dp/B0FGJQZKFR,14k / 14k yellow gold plated,1403.92
B084JRJBWP,Cali Trove 1/6 CT Natural Diamond Bridal Ring Set | Wedding & Engagement Ring for Women | Diamond Wedding Band for Women | Promise Rings for Her | Twist Silver Bridal Rings | Wedding Rings for her,Cali,engagement,ring,silver,N/A,diamond,N/A,1/6 ct,179.99,3.9,20,https://m.media-amazon.com/images/I/610ofYvLrQL._AC_UL320_.jpg,https://www.amazon.com/dp/B084JRJBWP,N/A / silver,1403.92
B0DF7FKK3D,"AGVANA The Eternal Knot 0.3 Carat - 1 Carat Lab Grown Diamond 4 Prong Solitaire Ring in Sterling Silver Engagement Promise Anniversary Wedding Ring for Women (D-E Color, VS Clarity)",AGVANA,solitaire,ring,silver,N/A,lab grown diamond,N/A,"0.3 carat, 1 carat",179,5,5,https://m.media-amazon.com/images/I/513T+LNgRUL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DF7FKK3D,N/A / silver,1396.2
B0F2MRX49P,AnuClub (Total 4.14ct 3CT Center Moissanite Engagement Rings Wedding Band D Color VVS1 Round Cut 925 Sterling Silver Bridal Sets for Women,AnuClub,engagement,ring,silver,925,moissanite,round,"4.14ct, 3ct",159.99,4.2,486,https://m.media-amazon.com/images/I/718J5giuIaL._AC_UL320_.jpg,https://www.amazon.com/dp/B0F2MRX49P,925 / silver,1247.92
B0D1VG2WQF,Santuzza 10K Solid Gold Two Tone Solitaire Genuine Diamond Dainty Ring for Women,Santuzza,solitaire,ring,white/yellow/rose,10k,diamond,N/A,N/A,159.99,4.7,8,https://m.media-amazon.com/images/I/51RxOMQpW3L._AC_UL320_.jpg,https://www.amazon.com/dp/B0D1VG2WQF,10k / gold,1247.92
B07SN4SX6L,1/10 Carat (ctw) 10K Gold Natural Round Diamond Ladies Wedding Anniversary Stackable Ring,N/A,anniversary,ring,white/yellow/rose,10k,diamond,round,1/10 carat,159.99,4.1,319,https://m.media-amazon.com/images/I/61ybkghIhDL._AC_UL320_.jpg,https://www.amazon.com/dp/B07SN4SX6L,10k / gold,1247.92
B0DYSP49NC,IMOLOE Lab Grown Diamond Wedding Bands for Women???0.69 Carat Ring 6 Stones Eternity Rings for Women in 18K White Gold Plated Sterling Silver Size 4-11,IMOLOE,wedding band,ring,18k gold plated,925,lab grown diamond,N/A,0.69 carat,158.99,4.4,11,https://m.media-amazon.com/images/I/61f-JAc0TWL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DYSP49NC,18k / 18k white gold plated,1240.12
B0DMR65LXL,Santuzza 10K Solid Gold Genuine Diamond Dainty Twisted Stacking Ring for Women,Santuzza,twisted stacking,ring,white/yellow/rose,10k,diamond,N/A,N/A,158.99,4.3,190,https://m.media-amazon.com/images/I/51az+-CzVrL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DMR65LXL,10k / gold,1240.12
B0DXLY1MWR,MAX + STONE Dainty 10K Yellow Gold Diamond Open Bezel Ring | Hypoallergenic & Anti-Tarnishing Solid Gold Lab Grown Diamond Ring for Women in Size 6-8,MAX,bezel,ring,white/yellow/rose,10k,lab grown diamond,N/A,N/A,158.1,4.1,5,https://m.media-amazon.com/images/I/61D-fk-YoqL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DXLY1MWR,10k / yellow gold,1233.18
B0FDGJH2HZ,AnuClub Round/Oval/Cushion Cut Moissanite Engagement Rings Bridal Set 4.52cttw(3CT Center Stone) D Color VVS1 925 Sterling Silver 3-in-1 Wedding Promise Ring for Women with Certificate,AnuClub,engagement,ring,silver,925,moissanite,round,"4.52ct, 3ct",152.99,4.6,142,https://m.media-amazon.com/images/I/71aKc5nR7kL._AC_UL320_.jpg,https://www.amazon.com/dp/B0FDGJH2HZ,925 / silver,1193.32
B0FDGLB7PY,AnuClub Round/Oval/Cushion Cut Moissanite Engagement Rings Bridal Set 4.52cttw(3CT Center Stone) D Color VVS1 925 Sterling Silver 3-in-1 Wedding Promise Ring for Women with Certificate,AnuClub,engagement,ring,silver,925,moissanite,round,"4.52ct, 3ct",152.99,4.6,142,https://m.media-amazon.com/images/I/719tKRcSZmL._AC_UL320_.jpg,https://www.amazon.com/dp/B0FDGLB7PY,925 / silver,1193.32
B0FDGJZSDC,AnuClub Round/Oval/Cushion Cut Moissanite Engagement Rings Bridal Set 4.52cttw(3CT Center Stone) D Color VVS1 925 Sterling Silver 3-in-1 Wedding Promise Ring for Women with Certificate,AnuClub,engagement,ring,silver,925,moissanite,round,"4.52ct, 3ct",152.99,4.6,142,https://m.media-amazon.com/images/I/71aKc5nR7kL._AC_UL320_.jpg,https://www.amazon.com/dp/B0FDGJZSDC,925 / silver,1193.32
